"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Male","Male","White","Yes","Yes",80,93,30,"Yes",8,9,9,"straight","Yes",2,"No","No","No",10,8,1,5,10,6,1,8,9,"Yes - I already have",2,"Illegal most of the time","No","September","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",68,80,25,"No",4,5,5,"bi","Some do",13,"No","No","Yes",10,10,5,0,0,6,2,5,5,"Yes - I already have",0,"Always Legal","No","January","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",92,92,40,"No",5,3,3,"straight","Yes",5,"No","No","No",7,8,1,0,0,0,0,6,8,"Unsure",3,"Illegal most of the time","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",82,96,5,"Uncertain",4,5,6,"straight","Yes",14,"No","No","No",2,4,9,6,6,3,1,7,10,"Yes - I already have",2,"Always Legal","Yes","October","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","Yes",88,90,10,"No",2,6,7,"straight","Yes",6,"No","No","No",2,2,8,1,2,2,1,4,2,"Yes - I already have",3,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","Yes",98,90,15,"Uncertain",3,5,10,"straight","Yes",2,"No","No","No",8,9,1,0,0,0,1,6,4,"Yes - I would",0,"Neutral","No","July","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",96,85,35,"No",0,0,0,"bi","Some do",10,"No","Yes","Yes",6,8,2,0,0,1,2,5,7,"Yes - I already have",0,"Legal most of the time","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Other","Yes","No",69,75,20,"Uncertain",5,8,5,"bi","Some do",16,"Yes","Yes","No",5,7,5,8,6,7,2,5,7,"Yes - I already have",4,"Neutral","Yes","September","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","Yes",74,68,10,"No",8,5,5,"straight","Yes",2,"No","No","No",0,0,8,0,0,1,1,5,0,"Yes - I already have",4,"Always Legal","No","June","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","Yes","Yes",59,70,5,"Uncertain",4,4,6,"straight","Yes",5,"No","No","No",9,9,1,0,0,5,1,4,4,"Yes - I already have",0,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","East Asian","No","No",96,92,65,"Uncertain",0,0,5,"straight","Yes",15,"No","No","No",2,2,8,5,0,3,6,7,2,"Yes - I already have",2,"Illegal most of the time","Yes","April","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Other","Black","Yes","Yes",3,2,25,"Uncertain",2,4,1,"bi","No",6,"No","No","No",8,4,1,5,6,9,6,4,5,"Yes - I would",4,"Always Legal","Yes","May","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Male","Male","East Asian","No","No",90,95,5,"Yes",0,8,5,"straight","Yes",2,"No","No","No",5,5,5,10,0,50,0,10,0,"Yes - I already have",2,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","East Asian","No","No",91,100,50,"No",0,0,0,"straight","Yes",10,"Yes","No","No",7,10,5,0,10,0,2,10,10,"Yes - I would",2,"Legal most of the time","No","December","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",89,96,70,"No",5,5,5,"straight","Yes",13,"No","No","No",9,9,0,6,9,2,2,7,6,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","Other","Yes","Yes",71,94,20,"No",5,5,4,"straight","Yes",7,"No","No","No",0,0,8,0,0,3,2,6,5,"Yes - I already have",3,"Neutral","Yes","January","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",70,75,5,"No",5,5,5,"straight","Yes",13,"No","No","No",7,8,0,0,0,0,1,5,8,"Yes - I would",2,"Always Legal","No","April","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",79,93,15,"No",0,1,5,"straight","Yes",10,"No","No","No",7,6,5,0,0,1,1,5,3,"Yes - I already have",1,"Always Legal","No","July","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",97,93,35,"Uncertain",6,7,8,"straight","Yes",7,"No","No","No",0,2,8,0,0,1,1,5,10,"Yes - I already have",3,"Neutral","No","May","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","Yes",64,58,20,"No",5,4,7,"straight","Yes",4,"No","No","No",2,4,10,0,0,2,1,9,7,"Yes - I already have",2,"Always Legal","No","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","Yes",70,54,0,"No",10,8,9,"straight","Yes",2,"No","No","No",4,4,7,10,10,1,1,5,10,"No",5,"Illegal most of the time","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",59,73,20,"No",4,2,8,"straight","Yes",8,"No","No","No",0,1,10,2,0,12,2,7,8,"Yes - I already have",2,"Always Legal","Yes","April","Under","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",67,50,15,"Uncertain",6,9,1,"straight","Yes",6,"No","No","No",8,8,0,5,5,1,1,6,7,"Yes - I already have",4,"Always Legal","Yes","December","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",98,92,40,"No",7,2,6,"straight","Yes",2,"No","No","Yes",3,3,7,0,0,0,0,7,6,"Yes - I would",4,"Legal most of the time","Yes","March","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Other","Yes","Yes",96,91,15,"No",1,2,0,"straight","Yes",15,"No","No","No",7,6,1,0,0,0,0,7,2,"Yes - I would",2,"Always Legal","No","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","East Asian","No","Yes",99,95,5,"No",8,3,8,"straight","Yes",14,"No","No","No",9,7,2,0,0,0,0,8,9,"Yes - I would",3,"Always Legal","Yes","August","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",98,98,10,"Uncertain",7,2,1,"straight","Yes",10,"No","No","No",8,8,2,0,0,0,0,1,9,"Yes - I would",2,"Always Legal","Yes","January","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","No","No",88,99,90,"No",4,3,6,"straight","Yes",7,"No","No","No",8,3,4,3,5,9,7,4,6,"No",5,"Neutral","No","May","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",80,86,20,"Yes",5,5,5,"straight","Yes",14,"No","No","No",5,5,5,5,5,0,0,5,5,"No",2,"Neutral","No","September","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","East Asian","No","No",92,90,35,"No",3,1,2,"straight","Yes",7,"No","Yes","Yes",3,5,3,0,0,0,1,10,6,"Yes - I would",0,"Always Legal","No","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Yes",97,100,5,"Yes",9,8,8,"straight","Yes",2,"No","No","No",3,3,10,4,6,1,1,10,10,"Yes - I already have",2,"Illegal most of the time","Yes","March","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Male","East Asian","No","No",93,92,90,"Uncertain",6,8,8,"other","Some do",11,"Yes","No","Yes",6,5,5,7,9,6,6,7,5,"No",0,"Neutral","No","May","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",61,88,40,"Uncertain",4,6,6,"straight","Yes",9,"No","No","No",0,0,10,0,0,3,1,5,6,"Yes - I already have",3,"Always Legal","No","June","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","South Asian","No","No",89,83,5,"No",7,0,3,"straight","Yes",10,"No","No","No",10,7,2,0,0,0,1,0,0,"No",2,"Always Legal","Yes","August","Over","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","East Asian","No","No",88,88,35,"No",8,5,6,"straight","Yes",10,"No","No","No",3,5,6,4,5,8,5,5,2,"Unsure",5,"Illegal most of the time","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",56,54,50,"No",5,5,5,"bi","Yes",13,"No","Yes","Yes",0,0,5,0,0,5,1,3,5,"Yes - I already have",2,"Always Illegal","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","South Asian","Yes","Yes",94,99,5,"No",3,3,9,"straight","Yes",7,"No","No","No",8,8,2,0,1,1,3,5,6,"Yes - I already have",2,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","East Asian","No","No",89,89,20,"Uncertain",7,4,6,"straight","Yes",14,"No","No","No",2,2,7,3,3,0,0,8,8,"Yes - I would",2,"Illegal most of the time","No","January","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Black","Yes","Yes",67,72,15,"No",8,4,6,"straight","Yes",6,"No","No","No",8,7,2,2,5,1,0,6,7,"Yes - I already have",3,"Illegal most of the time","No","December","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",86,72,15,"No",2,0,0,"bi","Yes",14,"No","Yes","Yes",3,2,5,0,0,1,1,6,0,"Yes - I already have",3,"Always Legal","No","June","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",78,85,40,"No",8,6,8,"straight","Yes",8,"No","No","No",9,9,3,0,0,4,1,10,10,"Yes - I already have",4,"Illegal most of the time","Yes","July","Under","WAD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",74,81,5,"No",3,8,5,"straight","Yes",13,"No","No","No",3,3,8,0,0,1,1,9,10,"Yes - I already have",2,"Always Legal","No","August","No preference","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","East Asian","No","No",95,96,40,"Yes",5,3,8,"straight","Yes",10,"No","No","No",9,9,3,5,5,8,3,3,7,"Yes - I already have",2,"Neutral","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",83,96,0,"Uncertain",3,3,3,"straight","Yes",2,"No","No","Yes",5,5,5,5,5,0,0,5,5,"Unsure",1,"Legal most of the time","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","Yes",93,87,15,"No",3,3,7,"straight","Yes",9,"No","No","No",4,1,8,0,0,1,1,6,4,"Yes - I already have",4,"Always Legal","No","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","Yes","Yes",89,100,0,"Yes",7,7,9,"straight","Yes",14,"No","No","No",4,2,8,10,10,1,2,7,10,"Yes - I already have",3,"Legal most of the time","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","Yes",83,94,30,"No",8,4,7,"straight","Yes",6,"No","No","No",2,3,8,0,0,3,1,7,8,"Yes - I already have",2,"Always Legal","No","December","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",93,90,10,"No",7,8,3,"straight","Yes",3,"No","Yes","No",8,8,2,0,0,2,1,10,10,"Yes - I already have",2,"Always Legal","Yes","June","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",79,89,5,"Yes",6,4,9,"straight","Yes",2,"No","No","No",0,0,9,0,0,1,1,8,6,"Yes - I already have",3,"Always Legal","Yes","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",86,95,10,"Yes",5,5,5,"bi","No",14,"No","Yes","Yes",2,2,7,0,0,1,1,5,5,"Yes - I already have",2,"Always Legal","No","May","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",72,96,25,"No",7,5,5,"straight","Yes",8,"No","No","No",8,5,7,0,0,2,1,6,5,"Yes - I already have",2,"Always Legal","No","January","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","East Asian","Yes","Yes",91,93,15,"No",10,4,6,"straight","Yes",13,"No","No","No",6,6,4,10,10,0,2,0,0,"No",2,"Always Legal","No","May","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",63,64,5,"No",6,4,5,"straight","Yes",9,"No","Yes","No",4,5,8,0,0,0,0,3,5,"Unsure",3,"Neutral","Yes","August","Under","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",79,92,75,"Uncertain",0,0,0,"straight","Yes",8,"Yes","No","Yes",0,0,10,0,0,2,1,10,0,"Yes - I already have",10,"Always Legal","Yes","March","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",93,89,30,"Yes",3,5,5,"straight","Yes",5,"No","Yes","No",8,8,2,6,6,4,0,8,8,"Yes - I already have",2,"Always Legal","No","June","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",87,90,45,"No",1,3,3,"straight","No",10,"No","No","No",2,3,7,0,0,8,1,8,3,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",100,100,10,"No",8,5,10,"straight","Yes",7,"No","No","No",3,3,8,7,7,0,2,3,7,"Unsure",0,"Neutral","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",81,97,5,"No",4,2,5,"straight","Yes",7,"No","No","Yes",8,7,3,0,0,1,1,5,6,"Yes - I already have",1,"Always Legal","Yes","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","South Asian","Yes","Yes",92,88,35,"No",9,3,8,"straight","Yes",9,"No","No","No",2,1,8,0,0,1,1,7,9,"Yes - I already have",2,"Illegal most of the time","Yes","November","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","No","No",96,98,5,"Yes",5,2,4,"straight","Yes",6,"No","No","No",3,2,8,0,0,0,2,9,10,"Yes - I would",1,"Legal most of the time","Yes","August","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",1
"Male","Male","Other","Yes","Yes",86,93,25,"Uncertain",3,5,6,"straight","Yes",11,"No","No","No",9,9,2,8,8,1,1,9,9,"Yes - I already have",3,"Legal most of the time","No","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",95,98,5,"Uncertain",2,5,5,"gay/lesbian","Yes",7,"No","Yes","No",6,7,2,0,0,5,3,10,0,"Yes - I already have",0,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",87,100,10,"No",0,5,3,"straight","Yes",16,"No","No","No",5,5,5,4,3,0,0,0,0,"No",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Other","Yes","Yes",90,92,65,"No",0,0,3,"straight","Some do",10,"No","No","Yes",3,3,6,0,0,5,2,7,6,"Yes - I already have",2,"Legal most of the time","Yes","February","Over","WAD","Burger King","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","South Asian","Yes","Yes",85,95,5,"Uncertain",5,3,5,"straight","Yes",9,"No","Yes","No",6,6,2,2,2,0,0,5,8,"Yes - I would",3,"Always Legal","No","October","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","No","No",89,85,10,"Uncertain",5,5,5,"straight","Yes",8,"No","No","No",8,7,0,6,6,0,0,0,0,"Unsure",2,"Legal most of the time","No","February","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",71,80,5,"No",0,6,7,"straight","Yes",3,"No","No","No",3,2,7,2,2,3,1,8,8,"Yes - I already have",3,"Legal most of the time","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Male","Male","East Asian","No","No",73,75,40,"Yes",3,3,8,"straight","Yes",8,"No","No","No",4,8,3,0,6,9,2,10,4,"Yes - I already have",2,"Always Legal","No","February","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",97,100,5,"No",0,2,5,"straight","Yes",5,"No","No","No",9,9,2,0,0,0,3,7,10,"Yes - I would",0,"Always Legal","Yes","March","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",77,91,20,"Yes",10,7,10,"straight","Yes",4,"No","No","No",0,0,10,8,9,7,3,9,8,"Yes - I already have",3,"Neutral","No","August","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","Yes","Yes",91,96,15,"No",1,2,7,"straight","Yes",6,"No","No","Yes",4,3,7,0,0,5,3,7,1,"Yes - I already have",2,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",65,69,20,"No",3,5,5,"straight","Yes",5,"No","No","Yes",3,5,9,0,0,3,3,6,8,"Yes - I already have",4,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",94,97,20,"No",3,5,6,"gay/lesbian","No",13,"No","Yes","No",6,4,2,0,0,1,1,9,10,"Yes - I already have",0,"Always Legal","No","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","Yes",95,93,50,"No",7,4,5,"straight","Yes",5,"No","Yes","No",1,1,9,1,1,1,1,5,8,"Yes - I already have",3,"Neutral","Yes","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",88,92,25,"No",5,6,7,"straight","Yes",8,"No","No","No",3,3,9,3,3,5,1,4,5,"Yes - I already have",2,"Always Legal","Yes","December","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",90,97,15,"No",2,4,8,"straight","Yes",7,"No","No","No",3,3,7,0,0,0,1,4,6,"Yes - I would",3,"Legal most of the time","No","November","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",87,85,80,"Uncertain",4,8,5,"straight","Yes",2,"No","No","No",8,8,10,1,1,0,0,7,8,"Yes - I would",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",76,82,35,"No",5,4,5,"straight","Yes",2,"No","No","No",0,0,9,0,0,0,0,6,1,"Yes - I would",3,"Always Legal","Yes","December","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","South Asian","Yes","No",92,94,5,"No",7,3,5,"straight","Yes",14,"No","No","No",2,2,9,0,0,0,0,8,5,"Unsure",4,"Always Legal","Yes","January","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
