"gender","genderID","greek","homeTown","ethnicity","religion","religious","likeMath","calculus","ACT","GPA","partyHr","drinks","sexPartners","relationships","callParents","socialMedia","texts","goodOrWell","expectedIncome","president","DACA","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career"
"Male","Male","No","Big City","East Asian","Christian",7,7,"Yes",34,3.5,1,1,0,0,0,1,2,7,80,"Hillary Clinton",2,3,"Democratic",4,3,0,0,5
"Male","Male","No","Big City Subrub","Black","Christian",10,8,"Yes",24,3.6,5,3,0,1,5,1,2,0,1000,"Chose not to vote",5,8,"Libertarian",3,10,0,10,7
"Female","Female","No","Big City Subrub","East Asian","Atheist",2,6,"Yes",33,3.5,1,0,0,0,2,5,4,4,100,"Not eligible to vote",3,4,"Democratic",6,6,0,90,1
"Female","Female","No","Medium City","White","Christian",9,3,"Yes",30,3.9,0,0,0,1,3,2,15,2,55,"Chose not to vote",2,5,"Independent",5,10,20,20,7
"Female","Female","No","Big City","East Asian","Christian",1,0,"Yes",30,3.6,3,0,0,4,1,1,5,5,10,"Donald Trump",5,5,"Democratic",5,5,15,30,2
"Female","Female","No","Big City","East Asian","Agnostic",5,5,"Yes",32,3.3,0,0,2,2,1,3,5,5,500,"Not eligible to vote",1,5,"Other",4,8,5,100,2
"Male","Male","No","Big City Subrub","East Asian","Religious but not one of the above",0,8,"Yes",29,3.9,5,0,2,2,5,3,10,0,200,"Not eligible to vote",5,5,"Independent",6,8,0,100,9
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",8,3,"No",30,3.6,7,5,0,2,2,10,6,4,70,"Hillary Clinton",2,7,"Independent",4,6,0,60,6
"Male","Male","No","Small Town","White","Christian",2,4,"Yes",31,3.6,20,30,10,1,2,2,10,8,300,"Hillary Clinton",0,4,"Democratic",5,9,0,100,5
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",2,7,"Yes",24,2,8,5,3,1,2,10,3,8,100,"Hillary Clinton",0,5,"Democratic",0,5,20,30,8
"Female","Female","No","Big City","Black","Religious but not one of the above",5,7,"Yes",29,4,2,0,4,0,4,3,4,10,300,"Not eligible to vote",0,0,"Independent",5,7,0,70,5
"Female","Female","No","Big City","White","Agnostic",2,5,"Yes",29,3.8,3,3,1,1,1,2,6,7,120,"Hillary Clinton",4,4,"Independent",3,8,5,70,3
"Female","Female","No","Small Town","White","Christian",5,8,"Yes",26,3.9,1,1,0,0,0,1,5,3,60,"Not eligible to vote",10,7,"Republican",7,0,0,0,1
"Male","Male","No","Big City Subrub","White","Atheist",0,10,"Yes",25,3.6,2,4,4,0,2,1,2,8,150,"Hillary Clinton",5,2,"Democratic",0,9,10,0,7
"Female","Female","No","Medium City","East Asian","Agnostic",5,8,"Yes",32,4,5,0,1,1,1,4,6,6,300,"Not eligible to vote",1,5,"Other",2,8,0,100,6
"Female","Female","No","Medium City","Hispanic","Christian",3,5,"Yes",19,3.3,0,0,1,1,6,3,3,9,100,"Hillary Clinton",0,1,"Democratic",0,4,0,20,10
"Male","Male","No","Big City Subrub","East Asian","Agnostic",0,5,"Yes",34,3.8,5,5,0,0,1,0,3,5,200,"Hillary Clinton",0,4,"Independent",3,8,0,100,3
"Female","Female","No","Small Town","White","Christian",5,2,"Yes",28,3.5,5,4,1,2,1,3,4,6,40,"Gary Johnson",1,5,"Republican",7,8,15,0,8
"Female","Female","Yes","Big City Subrub","White","Christian",8,9,"Yes",34,4,0,1,0,1,1,1,2,5,300,"Not eligible to vote",2,6,"Republican",7,8,0,100,9
"Female","Female","No","Big City Subrub","South Asian","Hindu",2,8,"Yes",31,3.7,2,2,0,0,5,2,6,6,200,"Not eligible to vote",0,2,"Democratic",4,7,0,100,7
"Female","Female","No","Big City","East Asian","Religious but not one of the above",8,6,"Yes",34,3.7,3,0,0,1,3,10,5,3,300,"Not eligible to vote",2,3,"Other",2,9,0,100,8
"Female","Female","No","Big City Subrub","East Asian","Christian",8,5,"Yes",35,3.6,0,0,0,0,0,2,6,8,100,"Not eligible to vote",0,5,"Democratic",6,10,0,100,5
"Female","Female","No","Big City","East Asian","Christian",2,8,"Yes",21,3,1,1,2,1,1,3,2,8,100,"Hillary Clinton",0,5,"Independent",5,5,10,60,9
"Male","Male","No","Big City","Hispanic","Christian",7,5,"Yes",22,1.1,8,2,15,3,5,10,4,5,80,"Hillary Clinton",0,0,"Democratic",3,8,0,90,4
"Female","Female","No","Big City","White","Christian",8,6,"No",32,3.7,7,6,0,0,7,1,7,5,100,"Not eligible to vote",8,7,"Republican",6,9,0,0,0
"Male","Male","No","Small Town","White","Christian",3,6,"Yes",16,3.2,3,7,5,3,4,2,3,3,100,"Chose not to vote",1,5,"Other",5,9,0,0,6
"Male","Male","Yes","Small Town","White","Christian",7,0,"No",29,3.4,4,3,1,1,5,6,4,7,75,"Donald Trump",8,8,"Republican",4,8,0,80,3
"Female","Female","Yes","Big City Subrub","White","Christian",5,4,"No",25,3.7,15,15,1,1,7,2,5,8,150,"Donald Trump",3,6,"Republican",4,6,0,100,8
"Male","Male","No","Big City Subrub","Other","Religious but not one of the above",6,8,"Yes",30,3.8,0,0,0,0,4,2,10,8,47,"Donald Trump",0,5,"Democratic",5,10,20,0,0
"Male","Male","Yes","Big City Subrub","White","Christian",6,6,"No",26,3,8,18,2,2,2,1,4,7,100,"Donald Trump",8,8,"Republican",5,10,5,100,7
"Male","Male","No","Big City Subrub","South Asian","Hindu",6,10,"Yes",35,3.6,6,5,5,0,5,2,8,8,600,"Hillary Clinton",0,4,"Democratic",4,9,0,90,8
"Female","Female","No","Small Town","South Asian","Hindu",5,9,"Yes",36,3.8,0,0,0,1,6,1,6,6,500,"Not eligible to vote",1,2,"Democratic",7,8,0,100,7
"Female","Female","No","Big City","Other","Christian",5,10,"Yes",26,4,8,4,2,3,9,6,4,5,300,"Not eligible to vote",0,5,"Democratic",5,8,0,90,7
"Female","Female","No","Big City Subrub","Black","Christian",4,6,"Yes",28,2.9,4,2,2,2,1,10,2,8,90,"Hillary Clinton",0,0,"Democratic",5,6,10,10,10
"Female","Female","Yes","Medium City","Hispanic","Christian",6,2,"Yes",22,2.9,8,10,10,1,8,7,10,3,315,"Hillary Clinton",0,4,"Democratic",4,8,0,10,10
"Male","Male","No","Big City","East Asian","Atheist",0,5,"Yes",35,3.3,0,0,1,1,0,4,0,7,120,"Not eligible to vote",0,3,"Democratic",5,8,0,100,6
"Male","Male","No","Big City","East Asian","Atheist",0,7,"Yes",28,3.7,0,0,3,1,1,2,3,5,71,"Not eligible to vote",3,5,"Other",4,8,50,100,8
"Female","Female","Yes","Big City Subrub","White","Christian",5,7,"No",25,3.3,6,2,0,0,4,3,5,3,70,"Hillary Clinton",0,2,"Democratic",4,10,0,100,7
"Female","Female","No","Big City Subrub","White","Christian",4,8,"Yes",24,2.9,0,0,0,0,0,2,10,0,50,"Hillary Clinton",0,5,"Democratic",6,7,0,50,5
"Female","Female","No","Medium City","White","Agnostic",3,5,"Yes",31,3.8,0,0,2,2,4,4,5,5,70,"Hillary Clinton",0,2,"Democratic",5,8,0,20,0
"Female","Female","No","Big City","Black","Christian",7,0,"No",18,3.1,0,0,0,3,0,6,4,10,72,"Hillary Clinton",0,5,"Democratic",5,0,10,0,5
"Female","Female","No","Big City Subrub","East Asian","Christian",8,8,"Yes",29,3.7,1,0,0,0,3,5,5,5,70,"Not eligible to vote",3,4,"Democratic",5,7,0,80,5
"Female","Female","Yes","Big City Subrub","White","Christian",6,0,"Yes",28,3.2,8,3,10,0,5,5,8,5,600,"Hillary Clinton",0,1,"Democratic",8,7,15,90,3
"Male","Male","Yes","Big City","Hispanic","Christian",3,8,"Yes",22,3.5,6,4,10,0,1,5,5,7,100,"Hillary Clinton",2,5,"Democratic",5,7,15,0,7
"Female","Female","Yes","Medium City","White","Christian",4,0,"Yes",24,3,2,4,11,3,2,1,5,5,80,"Chose not to vote",6,5,"Republican",10,7,25,10,7
"Male","Male","No","Big City Subrub","White","Christian",4,1,"No",28,3.6,8,9,0,0,2,2,6,2,100,"Gary Johnson",4,6,"Republican",5,9,0,30,4
"Male","Male","No","Big City Subrub","White","Religious but not one of the above",2,7,"No",24,3.5,2,0,0,2,0,4,7,2,70,"Chose not to vote",2,4,"Libertarian",4,5,5,90,7
"Female","Female","No","Medium City","East Asian","Agnostic",2,7,"Yes",32,3,0,0,0,0,7,2,5,3,1000,"Chose not to vote",3,5,"Other",7,7,0,100,2
"Female","Female","No","Big City Subrub","East Asian","Atheist",2,8,"Yes",30,3,0,0,1,3,3,4,4,7,60,"Not eligible to vote",2,5,"Other",5,5,10,100,5
"Male","Male","No","Big City Subrub","White","Christian",5,7,"Yes",27,3.8,7,21,2,0,2,4,7,5,100,"Gary Johnson",1,4,"Democratic",5,8,0,30,0
"Male","Male","No","Big City","South Asian","Hindu",4,6,"Yes",35,3.8,15,0,0,0,5,1,30,8,10000,"Donald Trump",10,8,"Republican",7,8,0,10,8
"Female","Female","No","Big City","Hispanic","Christian",3,6,"Yes",26,3.8,6,8,2,0,1,2,3,7,90,"Not eligible to vote",0,1,"Democratic",5,6,10,60,5
"Female","Female","Yes","Big City Subrub","White","Christian",2,5,"Yes",24,2.9,3,3,1,3,1,10,5,5,200,"Hillary Clinton",0,5,"Democratic",5,10,0,100,8
"Female","Female","No","Small Town","Black","Christian",5,5,"Yes",26,3,0,0,2,2,14,6,2,5,100,"Not eligible to vote",0,5,"Other",5,8,10,10,10
"Female","Female","Yes","Big City Subrub","White","Atheist",0,5,"Yes",27,3.7,15,40,1,1,1,3,5,5,150,"Hillary Clinton",0,2,"Democratic",5,7,0,0,6
"Male","Male","Yes","Big City Subrub","Hispanic","Christian",1,6,"Yes",30,3,4,8,3,3,1,4,3,6,50,"Hillary Clinton",0,5,"Democratic",5,4,25,20,4
"Female","Female","No","Big City Subrub","Hispanic","Christian",4,7,"No",24,3.5,10,10,13,0,13,3,4,10,200,"Donald Trump",5,7,"Republican",5,7,35,70,8
"Female","Female","No","Big City","East Asian","Atheist",0,4,"Yes",28,3.4,0,0,1,1,3,2,3,4,300,"Not eligible to vote",7,3,"Republican",5,10,0,70,8
"Female","Female","Yes","Small Town","South Asian","Christian",6,9,"Yes",22,3.2,4,4,7,2,5,2,2,7,400,"Chose not to vote",0,4,"Republican",2,8,0,100,8
"Female","Female","No","Big City Subrub","White","Christian",3,4,"No",32,3.8,0,0,0,1,1,2,5,5,100,"Gary Johnson",0,4,"Independent",4,8,20,50,8
"Male","Male","No","Big City","East Asian","Agnostic",2,7,"Yes",30,4,1,0,0,2,1,2,2,6,100,"Not eligible to vote",2,3,"Democratic",9,9,0,100,2
"Male","Male","No","Big City Subrub","Other","Christian",10,5,"Yes",29,4,5,0,1,3,1,1,12,7,75,"Not eligible to vote",0,3,"Democratic",6,8,25,70,2
"Female","Female","Yes","Big City Subrub","White","Christian",6,2,"Yes",27,3.7,2,4,0,0,4,2,5,5,70,"Hillary Clinton",0,4,"Democratic",8,10,0,50,10
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",6,2,"No",24,2.5,20,6,1,2,2,3,4,5,50,"Hillary Clinton",0,3,"Democratic",1,6,10,40,4
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",2,4,"Yes",29,2.9,3,2,10,0,1,4,10,5,56,"Chose not to vote",0,3,"Democratic",3,8,15,30,3
"Male","Male","No","Big City","East Asian","Atheist",0,1,"No",28,3.2,0,15,8,2,1,1,3,8,200,"Not eligible to vote",5,8,"Other",8,7,0,100,8
"Male","Male","No","Big City","Hispanic","Christian",6,10,"Yes",20,3.3,0,0,1,3,7,6,10,2,1479,"Not eligible to vote",0,2,"Democratic",3,8,10,20,7
"Male","Male","No","Big City","Hispanic","Christian",9,10,"Yes",29,3.6,5,1,1,1,2,4,2,9,10000,"Not eligible to vote",3,4,"Other",10,8,10,100,10
"Female","Female","No","Big City","East Asian","Agnostic",0,3,"Yes",30,3.3,0,0,1,1,1,2,2,5,55,"Chose not to vote",5,5,"Other",7,9,10,90,7
"Female","Female","No","Small Town","Other","Christian",6,2,"Yes",31,3.3,20,20,8,1,2,3,10,7,80,"Chose not to vote",0,5,"Republican",3,9,10,100,6
"Female","Female","No","Big City Subrub","Other","Christian",6,6,"No",27,4,12,6,3,0,5,6,4,0,90,"Not eligible to vote",0,5,"Democratic",5,10,0,100,10
"Female","Female","No","Big City","East Asian","Christian",7,6,"Yes",26,3.7,2,0,5,4,1,3,5,8,90,"Hillary Clinton",1,3,"Democratic",5,8,0,100,2
"Female","Female","No","Medium City","East Asian","Christian",4,6,"Yes",27,3.5,20,15,4,1,14,10,11,5,80,"Not eligible to vote",0,3,"Other",4,8,0,50,7
"Female","Female","Yes","Medium City","East Asian","Christian",8,5,"No",27,3.3,0,0,0,1,3,5,4,4,70,"Not eligible to vote",2,5,"Democratic",5,8,0,90,3
"Male","Male","No","Big City Subrub","Black","Christian",7,7,"Yes",25,2.8,10,8,0,1,3,3,5,7,100,"Hillary Clinton",5,4,"Democratic",2,7,10,50,10
"Female","Female","Yes","Medium City","White","Atheist",0,6,"No",29,3.9,15,15,4,2,10,4,5,8,120,"Not eligible to vote",0,3,"Democratic",3,9,0,30,4
"Female","Female","No","Big City Subrub","East Asian","Agnostic",2,7,"Yes",28,3.7,0,0,0,0,3,5,3,5,250,"Hillary Clinton",0,4,"Democratic",6,8,0,70,10
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",4,2,"No",26,3.6,6,8,8,2,3,5,6,3,90,"Hillary Clinton",0,2,"Democratic",6,7,15,10,10
"Female","Female","Yes","Small Town","White","Christian",3,3,"Yes",28,3.8,3,10,1,1,4,2,15,7,175,"Not eligible to vote",1,7,"Republican",3,8,0,10,7
"Female","Female","Yes","Big City Subrub","East Asian","Buddhist",5,4,"Yes",22,2.6,3,8,1,1,2,6,10,9,80,"Chose not to vote",2,3,"Independent",1,8,10,90,8
"Female","Female","No","Big City","East Asian","Atheist",0,8,"Yes",30,3.7,0,0,0,0,1,2,3,8,99999,"Not eligible to vote",5,5,"Other",5,7,0,100,5
"Male","Male","No","Big City Subrub","East Asian","Christian",0,1,"Yes",31,3.6,2,2,1,1,3,2,3,10,100,"Not eligible to vote",0,5,"Republican",5,8,0,100,3
"Male","Male","Yes","Medium City","White","Agnostic",3,10,"Yes",32,3.2,12,12,4,2,7,1,10,2,180,"Hillary Clinton",3,5,"Independent",10,7,0,80,10
"Male","Male","Yes","Big City Subrub","White","Christian",7,6,"Yes",30,4,10,20,1,2,1,1,10,8,120,"Not eligible to vote",2,6,"Independent",6,8,0,50,7
"Male","Male","No","Big City","East Asian","Atheist",0,8,"Yes",30,3.5,0,0,0,3,2,4,0,10,1000,"Not eligible to vote",3,0,"Republican",3,4,0,100,3
"Female","Female","Yes","Big City Subrub","White","Religious but not one of the above",4,6,"No",28,3.8,13,8,0,0,4,3,10,8,60,"Not eligible to vote",0,3,"Democratic",4,7,0,80,7
"Male","Male","Yes","Big City Subrub","White","Agnostic",3,7,"Yes",30,3.8,34,12,6,11,12,4,8,6,11,"Chose not to vote",2,3,"Libertarian",4,4,20,30,2
"Female","Female","No","Big City Subrub","White","Christian",5,6,"Yes",31,4,6,10,0,1,7,1,16,6,300,"Not eligible to vote",7,7,"Republican",5,10,0,100,8
"Female","Female","No","Big City","East Asian","Agnostic",0,7,"Yes",32,3.8,0,0,1,3,1,5,2,5,240,"Not eligible to vote",5,5,"Other",6,10,0,100,2
"Female","Female","Yes","Big City Subrub","White","Christian",7,7,"No",23,2.7,20,30,19,1,7,4,10,3,80,"Donald Trump",0,5,"Independent",2,9,20,90,3
"Female","Female","No","Big City","East Asian","Atheist",2,5,"No",30,3.5,3,0,0,2,5,4,4,5,70,"Not eligible to vote",5,5,"Other",3,8,5,100,4
"Female","Female","No","Medium City","White","Christian",10,5,"No",25,3.9,10,6,1,1,1,4,2,0,60,"Chose not to vote",4,5,"Independent",4,8,0,60,9
"Male","Male","No","Big City Subrub","East Asian","Agnostic",0,8,"Yes",32,3.6,3,0,1,1,2,3,1,7,100,"Not eligible to vote",0,5,"Other",2,8,0,100,7
"Female","Female","No","Big City","East Asian","Atheist",3,8,"Yes",30,3.8,4,5,2,0,4,10,5,5,40,"Not eligible to vote",3,5,"Democratic",5,5,15,100,5
"Female","Female","No","Big City","Other","Buddhist",3,6,"Yes",26,3.8,4,7,1,1,6,5,5,5,100,"Not eligible to vote",0,3,"Other",5,9,0,100,10
"Female","Female","No","Big City Subrub","White","Agnostic",2,4,"Yes",32,3.8,0,0,0,0,2,2,9,0,60,"Not eligible to vote",0,0,"Independent",6,7,0,100,8
"Female","Female","Yes","Big City","Hispanic","Atheist",0,5,"No",24,2.3,3,1,2,1,6,1,4,6,100,"Chose not to vote",0,0,"Independent",5,9,5,10,8
"Female","Female","Yes","Small Town","East Asian","Christian",8,8,"Yes",32,3.7,1,1,0,1,2,8,5,10,10000,"Donald Trump",5,5,"Other",5,9,0,100,8
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,5,"Yes",30,3.7,1,0,1,0,6,6,2,5,50,"Not eligible to vote",7,5,"Other",5,9,0,100,0
"Female","Female","No","Big City","Other","Religious but not one of the above",7,8,"Yes",22,3.7,1,0,1,1,5,2,3,7,50,"Not eligible to vote",0,0,"Democratic",5,10,10,0,5
"Female","Female","No","Big City Subrub","White","Christian",6,7,"Yes",28,3.9,3,1,0,1,2,3,4,8,900,"Hillary Clinton",0,5,"Democratic",4,10,0,90,7
"Male","Male","Yes","Big City Subrub","East Asian","Atheist",0,2,"Yes",30,3.6,0,0,0,0,0,1,4,6,60,"Chose not to vote",0,5,"Independent",5,7,10,100,3
"Female","Female","No","Big City Subrub","White","Atheist",0,4,"Yes",30,3.3,1,0,0,0,4,1,5,6,100,"Hillary Clinton",2,2,"Democratic",4,9,0,30,8
"Male","Male","No","Medium City","Black","Christian",10,8,"Yes",21,3.9,3,0,1,1,5,3,7,10,500,"Not eligible to vote",0,7,"Democratic",7,9,10,70,7
"Male","Male","Yes","Big City","White","Agnostic",1,4,"No",28,4,23,50,2,1,2,3,6,6,80,"Not eligible to vote",0,2,"Democratic",7,9,0,80,8
"Female","Female","No","Big City","Black","Agnostic",0,5,"No",21,3.4,4,2,3,1,7,6,4,5,60,"Not eligible to vote",0,0,"Democratic",7,6,0,50,2
"Female","Female","No","Big City","East Asian","Atheist",0,10,"Yes",33,3.8,0,0,0,0,2,1,10,3,40,"Chose not to vote",7,5,"Republican",5,8,0,90,7
"Male","Male","Yes","Small Town","White","Christian",5,2,"Yes",33,2.6,4,5,4,2,3,2,10,5,200,"Chose not to vote",6,5,"Democratic",10,8,15,0,10
"Male","Male","No","Medium City","South Asian","Hindu",4,9,"Yes",30,3.7,3,6,0,0,7,3,7,6,350,"Not eligible to vote",0,2,"Democratic",5,7,0,100,9
"Female","Female","Yes","Big City Subrub","White","Christian",6,0,"No",29,4,20,25,0,0,5,6,11,6,1000,"Not eligible to vote",9,6,"Republican",4,7,0,100,5
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,7,"Yes",26,3.6,0,0,0,0,3,4,4,5,193,"Not eligible to vote",0,5,"Democratic",4,7,0,100,7
"Female","Female","No","Big City","Hispanic","Christian",4,7,"No",23,2.5,4,4,4,1,4,5,4,3,150,"Hillary Clinton",0,0,"Democratic",3,9,20,0,5
"Female","Female","No","Big City Subrub","White","Agnostic",0,5,"No",27,3.3,0,0,0,2,7,3,3,5,70,"Hillary Clinton",2,5,"Democratic",4,10,0,100,8
"Female","Female","No","Big City","Black","Agnostic",0,4,"No",26,3.6,6,6,4,2,3,3,3,5,40,"Not eligible to vote",0,5,"Democratic",5,7,10,10,5
"Female","Female","No","Big City","Black","Christian",4,10,"Yes",22,4,6,0,4,1,50,5,4,10,100,"Not eligible to vote",0,2,"Democratic",5,10,0,0,10
"Female","Female","Yes","Big City Subrub","South Asian","Hindu",6,6,"Yes",29,3.7,0,0,0,1,2,2,10,2,1000,"Hillary Clinton",2,4,"Democratic",2,4,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",5,1,"No",24,3.3,6,6,2,1,3,6,2,5,100,"Hillary Clinton",0,3,"Democratic",5,8,0,100,10
"Male","Male","No","Big City","East Asian","Christian",9,0,"Yes",30,3.4,0,0,0,0,2,1,2,7,10,"Not eligible to vote",5,5,"Other",4,7,0,100,0
"Male","Male","No","Big City Subrub","Other","Buddhist",4,8,"Yes",35,3.9,0,0,2,1,1,1,1,3,175,"Hillary Clinton",0,3,"Independent",5,9,0,80,8
"Female","Female","No","Big City Subrub","Hispanic","Christian",7,1,"Yes",24,3.8,0,0,0,0,3,2,3,7,75,"Not eligible to vote",0,9,"Democratic",5,8,0,90,9
"Male","Male","Yes","Medium City","Other","Christian",5,2,"No",22,3.1,50,50,50,1,1,1,50,0,88,"Gary Johnson",0,4,"Independent",0,7,35,50,0
"Male","Male","Yes","Big City Subrub","White","Christian",3,6,"Yes",25,3.5,15,20,7,2,1,10,5,10,200,"Hillary Clinton",2,5,"Republican",10,10,10,70,5
"Male","Male","No","Small Town","Hispanic","Atheist",1,4,"Yes",34,2.8,0,0,0,0,1,5,1,7,80,"Hillary Clinton",0,0,"Independent",2,5,15,0,0
"Female","Female","No","Medium City","White","Agnostic",0,7,"Yes",27,3.3,3,0,0,1,5,0,6,5,80,"Hillary Clinton",0,0,"Democratic",5,8,0,0,10
"Female","Female","Yes","Medium City","White","Christian",6,5,"No",30,3.7,15,35,7,0,2,2,4,5,80,"Hillary Clinton",0,7,"Republican",8,10,15,20,4
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",3,0,"No",23,3.3,15,7,4,1,3,6,6,8,100,"Hillary Clinton",0,1,"Democratic",3,9,0,50,3
"Male","Male","No","Big City","East Asian","Agnostic",1,6,"Yes",31,4,0,0,0,1,3,3,5,9,300,"Chose not to vote",3,8,"Republican",8,7,0,100,3
"Female","Female","Yes","Big City Subrub","White","Christian",5,8,"Yes",33,3.5,10,20,12,2,4,5,10,3,60,"Hillary Clinton",0,1,"Democratic",5,8,0,100,4
"Male","Male","No","Small Town","East Asian","Religious but not one of the above",10,10,"Yes",36,3.3,0,0,1,1,15,7,3,7,100,"Not eligible to vote",4,4,"Democratic",10,10,0,0,5
"Female","Female","No","Medium City","White","Atheist",0,0,"No",31,2.8,4,4,0,0,1,3,3,6,50,"Hillary Clinton",0,0,"Democratic",3,2,0,0,0
"Female","Female","Yes","Big City Subrub","White","Christian",6,5,"No",28,2.9,12,20,13,0,6,2,10,5,150,"Chose not to vote",1,3,"Democratic",8,8,0,100,8
"Female","Female","No","Big City Subrub","White","Christian",0,7,"No",24,3.8,3,8,1,1,7,5,4,5,50,"Not eligible to vote",0,5,"Democratic",5,10,5,50,7
"Female","Other","No","Big City","East Asian","Agnostic",0,6,"Yes",26,3.9,0,0,0,0,1,1,0,10,10,"Not eligible to vote",0,0,"Other",5,4,5,100,9
"Male","Male","No","Medium City","East Asian","Atheist",3,5,"No",29,3.4,4,2,0,0,2,4,6,8,1000,"Not eligible to vote",0,5,"Democratic",8,7,0,100,2
"Male","Male","No","Medium City","East Asian","Atheist",0,7,"Yes",34,4,0,0,0,0,2,0,0,10,110,"Not eligible to vote",2,5,"Independent",5,9,0,100,7
"Male","Male","No","Big City","Black","Christian",7,8,"Yes",32,3.2,0,0,0,0,5,3,7,7,99999,"Not eligible to vote",0,5,"Democratic",5,8,0,100,8
"Male","Male","Yes","Big City Subrub","White","Muslim",2,8,"Yes",28,2.9,20,50,10,1,3,2,6,5,150,"Chose not to vote",0,1,"Democratic",4,8,0,100,8
"Female","Female","Yes","Big City","Hispanic","Christian",6,0,"No",27,3.4,5,6,2,1,0,5,6,8,100,"Donald Trump",10,5,"Republican",5,9,10,50,7
"Male","Male","No","Medium City","East Asian","Agnostic",3,8,"Yes",30,3.8,1,0,0,0,5,3,1,5,200,"Not eligible to vote",1,3,"Democratic",7,9,0,90,8
"Male","Male","No","Medium City","East Asian","Atheist",1,5,"Yes",30,2.6,2,0,0,0,3,1,1,5,150,"Chose not to vote",3,1,"Other",5,7,0,40,5
"Female","Female","No","Medium City","Hispanic","Christian",4,9,"Yes",29,4,0,0,0,0,10,1,3,8,150,"Not eligible to vote",0,3,"Democratic",7,8,0,50,10
"Female","Female","No","Big City","Hispanic","Christian",5,8,"Yes",25,3.4,1,1,1,1,1,6,2,7,80,"Hillary Clinton",0,4,"Democratic",4,6,0,20,3
"Female","Female","No","Small Town","White","Christian",8,6,"No",24,4,5,4,0,0,3,2,7,2,40,"Not eligible to vote",0,4,"Democratic",4,8,10,80,0
"Female","Female","Yes","Medium City","White","Atheist",0,3,"No",28,3.8,5,5,8,2,2,2,3,5,90,"Not eligible to vote",0,1,"Democratic",3,10,0,90,10
"Male","Male","No","Big City Subrub","East Asian","Religious but not one of the above",0,8,"Yes",34,4,0,0,1,2,2,4,2,5,300,"Not eligible to vote",2,0,"Democratic",7,9,0,100,6
"Female","Female","No","Big City","Black","Christian",9,9,"Yes",23,3,4,2,8,5,7,3,3,0,200,"Chose not to vote",0,5,"Democratic",1,9,10,0,6
